battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1215,0,1.6,1,1,0,3,0.4,194,1,7,1206,806,601,12,1,13,1,1,1,0
941,0,1.6,0,2,1,14,0.3,148,6,2,676,699,463,17,2,13,1,1,0,0
4523,1,2.4,1,19,1,84,0.6,171,6,15,280,666,4085,9,4,5,0,0,1,3
772,0,0.5,0,0,1,15,0.6,117,3,7,1362,996,937,6,13,13,1,0,0,0
1484,0,2.0,0,3,0,6,1.0,135,6,2,1133,1939,288,8,8,13,0,0,1,0
2397,0,1.7,0,17,1,29,0.4,92,3,8,1385,1909,2836,16,16,13,1,0,0,2
1401,0,2.2,0,1,1,3,0.7,157,2,7,1220,1046,927,16,6,16,1,0,0,0
2196,1,1.3,0,19,1,45,0.1,164,2,16,1603,645,2773,14,9,7,0,1,0,2
1301,0,2.3,1,3,1,11,1.0,194,4,7,1484,1171,738,17,7,11,1,1,1,1
1082,1,1.2,1,4,0,9,0.5,110,6,4,1369,1601,865,12,8,17,0,1,0,0
1770,1,1.1,1,9,1,47,0.8,158,3,13,260,955,2122,12,14,11,1,0,0,2
3701,1,2.7,0,13,1,162,0.3,115,3,11,1776,534,3215,14,9,7,0,1,0,3
5881,1,1.2,0,16,1,238,0.5,108,6,14,798,1959,3772,18,2,13,1,0,1,3
4766,0,2.8,0,15,1,125,0.8,168,7,18,4,736,2712,12,10,6,1,0,0,3
5465,1,2.2,1,7,1,103,1.0,177,5,18,723,550,2765,14,3,7,0,0,0,3
3089,0,2.6,0,13,1,39,1.0,121,5,17,554,1391,2526,9,5,14,1,0,0,2
4220,1,1.5,0,12,1,85,0.9,127,3,9,1577,1230,3037,5,1,16,1,1,0,3
2779,1,0.8,1,10,1,24,0.9,166,7,17,1679,1506,2968,10,7,14,0,1,1,2
1447,0,0.7,1,0,0,14,0.5,174,5,2,1921,1379,825,16,16,10,0,1,1,0
2710,1,3.0,1,12,1,178,0.9,104,2,13,1650,1122,3655,14,6,10,1,1,1,3
1823,0,2.1,0,0,1,16,0.7,91,7,5,845,1371,847,13,9,14,0,1,0,1
4477,0,0.8,1,18,1,39,0.4,126,8,18,1584,1129,2528,9,2,4,0,1,1,3
1203,1,2.5,1,0,0,2,0.8,174,2,7,1651,669,954,7,13,15,1,1,1,0
1279,1,2.5,0,0,0,18,0.8,133,1,7,929,637,978,9,2,14,1,0,0,1
631,0,1.2,1,4,0,9,1.0,191,2,6,84,1825,691,11,16,12,1,1,1,0
1042,0,1.1,1,0,1,3,0.8,143,1,5,1933,1135,930,8,5,17,1,0,0,0
2387,0,1.7,1,3,0,16,0.6,80,1,7,1548,820,630,9,4,13,0,0,0,1
2246,0,2.4,1,16,1,97,0.9,107,2,10,705,1613,3420,6,17,14,0,1,1,3
2159,1,2.2,1,0,1,27,0.8,150,3,5,668,852,1943,7,12,10,1,1,0,1
5997,1,1.3,1,7,1,242,0.4,103,7,19,771,974,2985,14,5,6,0,1,1,3
5208,0,2.1,1,11,1,37,0.6,168,5,20,1007,1052,3891,18,12,17,0,1,0,3
4008,0,1.5,1,19,1,87,0.4,100,4,16,1089,1746,3098,14,11,13,0,1,1,3
1819,0,2.6,0,5,1,36,1.0,127,1,15,1813,1027,1718,17,16,7,1,0,1,2
3097,1,1.2,0,10,1,44,0.5,138,5,8,862,1248,2017,17,4,6,1,1,0,2
2103,1,1.4,0,16,1,192,0.8,147,2,8,1689,819,4033,6,10,8,1,0,1,3
3237,0,2.8,0,11,1,22,0.4,109,8,12,1002,1888,1184,5,8,4,1,1,0,2
2080,1,0.9,1,19,1,39,0.8,152,1,18,763,805,3399,12,3,12,1,1,0,3
835,1,2.5,1,3,0,5,1.0,172,2,5,1176,1005,605,5,15,13,1,1,1,0
4187,0,2.6,1,8,1,76,0.8,166,3,17,1919,778,2159,5,15,2,1,0,1,3
2219,1,1.9,1,5,1,35,0.2,93,4,9,744,1799,2780,13,5,7,0,0,1,2
5016,0,1.3,1,19,1,54,0.1,117,8,17,530,1020,3778,18,17,12,1,0,1,3
2593,1,1.2,1,12,1,45,0.3,142,4,13,1269,1023,1262,8,2,13,1,1,1,2
2825,1,2.0,0,15,0,147,0.2,103,1,11,1918,701,2658,11,5,9,0,1,1,3
5480,1,0.6,0,8,0,214,0.9,140,1,12,1779,594,3280,17,14,7,0,0,1,3
2784,1,2.5,1,5,1,147,0.9,130,8,12,450,856,2244,9,1,3,1,0,1,3
2637,1,2.6,1,8,1,37,0.6,193,3,9,1141,1063,2497,8,9,11,1,0,1,2
2065,0,2.6,0,4,0,14,0.9,124,8,7,50,1795,877,6,14,5,0,0,0,1
2776,1,2.8,1,5,0,133,0.4,114,6,18,186,1174,2511,18,5,3,1,1,1,3
2861,0,2.2,1,13,0,54,0.5,135,7,10,610,1106,1218,6,12,9,0,1,0,2
3104,1,1.4,1,9,1,38,0.3,95,4,13,1078,1356,2595,16,4,19,1,0,1,3
3503,1,1.8,1,5,0,75,0.5,155,2,16,1415,1582,3505,17,12,11,1,0,1,3
540,1,2.5,1,4,1,6,0.5,199,4,5,1750,621,936,8,3,15,1,0,0,0
1320,1,2.1,0,2,1,22,0.6,110,1,3,1101,1062,1543,16,10,19,1,0,1,1
2692,1,2.1,0,15,1,46,0.8,123,2,14,299,873,2614,10,11,14,0,1,1,2
1540,1,0.7,0,14,1,27,0.3,179,5,8,379,1077,2343,17,3,16,1,0,1,2
2263,1,0.7,0,3,0,19,0.9,171,5,4,1024,1392,862,15,10,17,1,0,1,1
2373,0,1.7,0,14,0,39,0.4,166,8,15,486,734,2402,10,2,8,0,1,0,2
2040,0,1.6,0,8,1,55,0.4,171,8,11,736,756,2838,12,8,17,0,0,1,2
1912,0,2.4,1,4,0,17,0.3,125,5,7,315,941,1976,17,4,19,0,0,0,1
1653,1,1.9,0,1,1,20,0.1,154,7,3,406,749,743,12,16,6,0,0,0,1
2005,1,2.9,1,3,0,15,0.5,166,7,3,881,838,1313,9,8,7,0,0,1,1
2327,0,2.7,0,8,1,62,0.2,174,8,8,1479,1877,2167,7,15,5,0,0,1,2
2001,1,1.3,1,14,0,47,0.9,113,2,9,790,1407,1962,6,1,16,0,0,0,2
2609,1,1.7,1,5,0,47,0.6,190,5,12,337,1533,2669,12,11,5,1,1,0,2
2940,1,0.7,1,17,1,51,0.8,159,6,15,660,1035,1681,11,3,5,1,0,0,2
3590,1,2.0,1,13,1,73,0.5,110,6,20,1295,1240,3344,18,2,10,0,0,1,3
1944,1,1.4,0,18,1,21,0.1,120,1,9,1227,907,2853,13,1,10,0,0,0,2
2918,1,2.2,0,13,1,32,0.1,119,4,13,1457,1633,2851,18,0,11,0,0,0,2
2876,0,2.6,0,16,1,61,0.4,144,7,11,1339,799,1943,13,3,18,1,1,1,2
4317,1,0.6,1,18,1,109,0.7,118,8,19,685,583,3675,12,9,14,1,0,1,3
4248,1,0.5,0,15,0,136,0.3,148,3,11,1283,1257,2314,10,5,7,1,0,0,3
1543,0,2.6,1,8,0,42,0.7,98,4,8,392,1391,2035,9,10,18,1,0,1,2
3839,1,2.8,1,9,1,251,0.3,140,5,13,851,919,2968,14,4,8,1,0,0,3
3190,1,0.8,1,11,1,155,0.2,118,3,16,1631,1250,2399,15,11,19,1,0,0,3
2579,0,1.9,0,14,1,198,0.4,139,1,18,404,790,2670,13,15,7,0,1,1,3
5503,1,2.3,1,5,0,38,0.2,136,7,18,1157,1585,3555,6,2,3,1,1,0,3
1763,1,1.1,1,2,0,21,0.6,136,1,2,376,1475,1759,10,11,13,0,0,0,1
2237,1,1.1,0,0,1,31,0.9,106,7,6,957,832,960,14,13,14,1,1,1,1
2546,0,1.9,0,6,1,55,0.8,125,2,8,297,1074,1981,16,16,17,0,0,0,2
3498,1,1.8,0,16,1,159,0.8,187,8,20,896,696,3158,15,4,14,0,1,0,3
1083,1,1.3,0,4,1,9,0.8,187,8,5,1306,1585,1331,18,17,10,0,0,1,1
2126,1,2.4,1,3,0,23,1.0,185,3,5,40,1514,1503,8,13,16,1,0,0,1
1394,1,2.4,1,1,1,30,0.7,148,2,4,401,1176,1172,6,13,14,1,0,0,1
1694,0,2.9,0,13,1,28,0.7,148,1,19,963,747,1217,5,2,3,1,0,1,2
1687,1,0.6,0,9,1,57,0.5,182,4,14,1053,1558,1179,15,14,12,0,0,1,2
2717,0,2.5,1,14,0,91,0.9,133,5,10,1162,1550,3263,17,2,9,1,0,1,3
2780,0,2.5,1,10,1,26,1.0,142,1,12,807,891,2527,18,17,11,1,0,0,2
1024,1,1.6,1,3,0,13,0.2,162,7,3,506,1525,1522,9,4,17,0,0,1,1
1540,0,1.4,0,11,1,27,0.6,85,5,11,200,1742,1194,9,8,3,0,0,1,2
1866,1,2.1,1,3,0,11,0.2,170,8,3,666,1178,1691,15,17,8,1,1,0,1
2086,1,2.9,1,14,1,43,1.0,98,6,12,1730,536,1606,12,17,19,1,0,1,2
5444,1,1.9,1,16,1,163,0.4,100,7,12,1070,627,2355,15,0,11,0,0,1,3
1104,0,2.9,1,1,1,22,0.8,167,5,7,940,1934,1174,7,4,14,1,0,0,1
3742,0,1.5,1,10,1,89,0.2,101,7,19,992,1629,3770,10,8,7,1,0,0,3
3181,1,2.1,1,14,1,52,1.0,172,6,20,925,1867,2954,14,14,16,0,0,1,2
1245,0,1.1,0,4,1,6,0.6,196,7,3,395,890,540,10,10,15,0,1,0,0
4812,0,1.3,1,18,1,245,0.7,160,4,8,1832,1328,3762,9,10,8,1,1,0,3
1196,1,1.9,0,4,1,10,0.1,105,8,6,1283,958,443,11,7,10,0,1,0,0
3089,0,0.9,1,19,1,37,0.2,102,7,18,1720,1917,1472,14,16,5,0,1,1,2
1058,1,1.6,0,0,0,30,0.6,110,2,7,810,1583,1279,15,14,12,0,1,1,1
3154,0,2.5,1,19,1,24,0.7,125,4,18,1191,827,1708,14,15,13,0,1,1,2
1212,1,2.1,0,0,1,20,0.3,99,3,6,1012,557,1533,10,7,14,0,1,0,1
2015,0,2.0,1,1,0,29,0.6,179,6,3,1035,1733,670,7,15,5,1,0,1,1
4398,0,1.0,0,13,1,115,0.9,129,4,12,1122,806,3964,13,12,16,1,0,0,3
5603,0,2.5,1,16,1,252,0.9,101,5,12,1101,958,3653,17,15,11,0,1,0,3
2474,0,2.1,1,11,0,47,0.4,176,1,20,614,1083,1666,11,8,10,0,0,1,2
1232,1,0.6,0,2,0,8,0.6,132,1,5,535,809,987,16,2,11,0,0,0,1
4823,0,1.8,0,8,1,109,0.3,82,1,18,383,755,2268,14,13,8,0,1,1,3
2724,0,1.1,0,15,0,40,0.8,178,4,12,1806,997,1948,11,9,7,0,1,1,2
1034,1,2.2,1,2,0,10,0.9,169,7,5,1878,1845,947,7,4,18,1,0,0,0
837,0,1.0,1,4,0,11,0.9,197,3,7,415,1625,745,9,14,3,1,0,1,0
2346,1,2.0,0,0,1,20,0.3,131,7,6,1876,1815,2018,12,7,18,1,0,1,1
1707,1,2.9,0,3,1,16,0.8,153,2,3,1730,1756,1175,14,3,2,1,1,1,1
1492,1,1.3,0,3,0,12,0.3,141,7,3,1728,1563,431,14,14,11,1,0,1,0
1711,1,0.6,0,4,0,31,0.1,161,4,7,1564,1284,1942,12,2,9,1,1,0,1
4724,1,1.6,0,9,1,247,0.6,178,2,20,1810,1275,3194,11,3,16,1,0,1,3
3111,0,1.7,1,10,1,31,0.5,131,8,14,176,1160,2777,11,8,18,1,0,0,2
3163,1,2.5,0,11,1,28,0.3,107,8,17,1706,1512,1953,9,6,17,1,0,0,2
3885,1,1.2,0,16,0,78,0.9,148,6,11,985,1464,3553,14,0,16,1,0,0,3
2313,0,1.9,0,4,0,10,0.4,86,2,4,1727,1551,1092,9,9,18,1,1,1,1
2918,0,0.6,0,13,0,36,1.0,123,4,11,129,1043,3662,11,10,12,0,1,0,3
1225,0,1.5,0,0,0,22,0.9,146,8,6,1857,1782,908,13,8,15,1,0,0,1
4457,1,1.6,1,8,0,215,0.6,100,8,16,337,1798,3571,11,15,10,0,0,0,3
1527,1,2.3,0,4,1,12,0.4,100,6,4,17,1025,781,9,5,10,0,0,0,1
2574,0,2.6,1,18,0,55,0.6,173,5,12,1245,530,2555,10,7,13,0,0,0,3
2064,0,1.7,0,0,0,21,0.7,129,2,6,1021,1100,1301,16,14,19,0,0,0,1
1686,0,1.3,1,3,0,8,0.2,115,6,5,789,1330,1755,6,17,14,0,0,1,1
1110,1,1.7,0,1,1,2,1.0,82,2,4,126,869,296,15,0,8,1,0,1,0
1674,1,1.9,0,1,0,20,1.0,180,6,3,328,1362,1601,10,16,17,0,0,1,1
4243,0,1.1,0,19,1,196,0.6,177,3,12,1030,1063,2352,9,15,6,0,1,1,3
4180,0,1.3,0,5,1,65,0.8,137,4,13,208,814,2392,14,7,7,1,1,1,3
1142,1,1.2,1,1,1,13,0.3,127,8,5,311,1806,291,8,3,16,0,0,0,0
1942,0,0.6,1,2,0,16,0.3,134,5,7,834,1516,1428,10,0,19,0,0,1,1
2785,0,0.6,1,12,1,59,0.5,171,3,10,1892,1525,2191,12,8,5,0,0,1,2
3496,1,2.5,0,11,1,59,0.4,89,6,20,1857,894,2800,11,3,6,0,1,0,2
2394,1,1.5,0,2,1,13,0.4,137,2,5,52,1736,1215,9,14,12,0,0,0,1
1509,1,2.2,0,0,0,31,0.2,103,1,7,370,647,1565,10,0,4,0,0,0,1
710,0,2.0,1,3,0,9,0.8,104,3,5,1006,1369,919,10,3,10,0,1,0,0
1302,0,2.6,1,1,1,14,0.4,149,6,4,1853,1682,717,8,0,15,0,1,1,0
3228,0,2.8,1,18,1,52,1.0,131,1,19,1666,1224,2361,15,15,3,0,1,0,2
1418,0,2.9,0,3,1,10,0.7,116,8,3,32,973,942,9,3,13,1,0,1,0
2456,0,2.5,0,14,1,32,0.8,114,7,13,1683,1030,2983,13,12,9,1,0,1,2
1305,0,0.6,1,3,0,3,0.2,90,8,7,1400,1031,385,13,8,8,1,0,1,0
4418,1,2.2,1,11,1,168,0.9,86,4,14,1560,1089,2292,18,13,17,0,1,1,3
2033,0,1.1,0,5,1,244,0.2,197,7,20,1661,1399,3237,7,15,7,1,0,0,3
1282,0,0.9,0,2,0,13,0.7,106,7,7,646,1721,511,17,15,11,0,0,1,0
1220,0,2.4,0,3,0,13,0.7,85,1,3,565,1156,415,15,13,16,0,0,0,0
545,1,1.6,1,2,0,4,0.4,118,3,2,910,1157,306,16,12,16,0,0,0,0
5251,1,2.9,0,7,0,111,0.9,139,8,12,340,650,2136,18,8,5,0,1,0,3
932,1,0.5,1,1,0,8,0.8,118,6,3,1886,1891,410,13,16,19,1,1,1,0
2172,1,1.7,0,0,0,25,0.5,130,8,4,1426,537,976,12,4,2,0,1,1,1
2997,0,0.8,1,15,1,79,0.2,149,7,14,855,1057,3660,6,9,19,0,0,0,3
3241,0,1.6,0,6,1,42,0.2,145,5,10,1368,1293,1584,9,9,8,0,1,0,2
2121,1,2.4,1,13,1,48,1.0,112,5,16,570,937,1970,6,10,17,1,1,1,2
2549,1,2.1,1,17,1,46,0.7,153,5,8,1582,576,2881,17,5,11,0,0,0,2
2047,0,2.3,1,2,0,9,0.6,151,1,3,1039,1840,612,7,9,3,0,0,1,1
2186,1,2.7,0,14,1,53,0.5,110,6,17,1254,1215,2169,8,3,4,1,0,0,2
3392,1,2.7,1,18,1,27,0.3,150,2,17,504,1618,1621,6,12,18,0,1,0,2
1495,1,1.3,0,0,0,13,0.8,197,3,6,1211,1217,1595,10,16,12,0,0,1,1
5374,1,2.9,0,9,1,199,0.7,162,4,10,1112,954,3517,9,5,12,0,1,1,3
862,1,1.4,0,2,0,12,0.7,162,4,5,718,788,290,14,2,2,0,1,1,0
2446,1,2.3,1,7,1,251,0.9,124,5,16,1603,625,3301,14,10,18,1,1,1,3
727,0,2.9,0,1,1,5,0.9,82,7,3,689,648,628,15,7,5,0,0,0,0
2829,0,0.6,1,14,0,20,0.1,194,2,10,748,1512,2476,10,10,15,1,0,1,2
2227,0,0.9,0,7,1,52,0.4,175,7,10,1929,857,2254,15,9,10,0,1,0,2
803,0,2.3,1,0,0,6,0.7,121,3,4,1559,1889,473,11,4,16,1,1,0,0
1487,0,2.6,0,1,0,5,0.4,146,8,5,34,1897,578,11,3,3,0,0,0,0
984,0,2.4,0,4,1,7,0.9,135,4,5,1077,1901,883,10,14,13,0,0,0,0
1737,1,1.6,0,3,0,10,0.9,151,8,4,449,980,947,11,10,6,0,0,0,1
1047,0,2.9,0,0,1,13,0.4,185,3,6,704,1621,868,17,15,11,1,1,0,0
1436,1,0.9,1,4,0,26,0.2,152,2,4,931,1742,1026,10,0,7,1,1,0,1
2333,0,1.0,1,9,1,45,0.4,193,5,14,1100,1312,1655,13,17,13,1,1,0,2
2126,1,1.0,1,2,0,22,0.5,138,1,7,1741,880,1379,17,16,13,1,1,1,1
616,0,1.8,0,2,0,9,0.3,177,8,5,1623,1089,485,14,5,18,1,0,1,0
4293,1,2.2,1,18,1,58,0.9,132,6,10,1716,650,2593,14,7,6,0,0,1,3
1402,0,2.6,1,2,1,28,0.3,125,8,3,751,740,1937,7,0,15,1,0,0,1
2730,0,0.9,1,14,1,121,0.2,95,7,13,837,1123,3590,12,16,9,1,1,1,3
1138,1,0.9,1,0,1,13,0.2,191,8,7,1833,1835,659,14,8,5,1,1,0,0
5666,0,0.9,1,7,1,89,0.6,98,3,16,126,639,3797,18,9,6,0,0,0,3
1736,1,1.3,1,17,1,25,0.5,147,8,8,1381,1552,1353,5,15,6,0,0,1,2
1998,1,1.7,1,11,1,28,0.4,96,4,9,252,1126,2633,10,16,7,0,1,0,2
4785,1,0.7,0,5,0,219,0.2,167,1,8,1666,1744,2514,5,16,12,1,1,0,3
2633,1,1.5,1,16,1,26,0.2,93,4,12,1432,1880,2203,11,17,16,0,1,0,2
1074,0,1.8,1,2,0,11,0.7,141,3,3,951,1075,996,6,3,3,1,0,0,0
4209,0,2.5,1,17,1,193,0.8,195,5,13,1690,920,3008,8,16,8,0,0,1,3
1272,1,1.4,1,1,0,9,0.7,172,8,3,121,1515,1077,14,2,5,0,0,1,1
3651,0,3.0,1,14,0,219,0.8,115,1,20,1943,1744,2318,9,15,16,0,0,0,3
625,1,0.5,1,0,0,8,0.4,132,7,4,1319,1067,593,16,15,17,0,1,0,0
1893,1,1.6,0,4,1,28,0.7,95,3,3,1183,715,816,10,5,16,1,1,1,1
1413,0,1.5,0,4,0,3,0.8,157,2,6,1142,1792,629,15,8,12,1,1,1,0
1203,1,0.5,1,0,1,6,0.6,97,6,4,1363,747,780,9,15,19,1,0,1,0
2519,0,2.5,0,15,0,171,1.0,138,4,20,1923,1777,3990,7,1,7,0,1,0,3
1792,1,0.9,0,2,1,23,0.2,117,3,3,2,1478,1970,17,10,11,0,1,1,1
1428,1,1.1,0,4,0,15,0.4,137,5,2,747,1464,1014,15,6,2,0,0,0,0
1667,0,2.4,1,4,0,13,0.8,117,5,6,84,1404,660,14,17,13,0,0,1,1
4893,0,1.5,1,11,1,224,0.8,86,4,12,102,1046,3954,15,11,3,0,1,0,3
5903,0,2.7,1,19,1,166,0.3,149,4,20,1429,1674,4000,16,17,7,0,1,1,3
3049,0,1.2,1,13,1,58,1.0,150,8,14,1152,571,3146,11,1,11,0,1,1,3
3334,1,2.6,0,13,1,26,0.6,83,4,16,1084,861,3061,18,0,14,0,0,0,2
1842,0,0.8,0,2,0,12,0.4,157,2,6,1342,1001,1030,16,4,18,0,1,1,1
3241,1,1.5,1,5,1,20,0.2,165,3,16,1762,1014,2238,10,5,14,1,1,1,2
2661,1,2.8,0,9,1,53,0.4,158,4,10,425,1368,2972,8,7,9,1,0,1,2
2052,0,0.7,0,10,0,35,0.1,116,2,11,168,812,1164,16,11,18,0,1,1,2
2924,1,1.2,1,18,1,50,0.4,197,8,20,1869,1667,1563,14,9,11,0,1,0,2
2119,0,2.0,1,7,1,112,0.2,167,5,16,1855,856,3020,13,14,16,1,1,1,3
3251,0,2.1,0,15,1,195,0.3,125,7,14,42,1701,2888,9,17,19,1,0,1,3
2978,0,1.3,1,10,0,40,0.6,135,2,19,496,900,2279,14,13,12,1,0,1,2
778,0,2.0,1,2,0,8,0.9,109,2,3,1797,610,488,17,0,14,0,1,1,0
794,0,1.1,1,2,0,14,0.6,131,5,4,41,911,314,14,10,14,1,1,1,0
1256,0,2.7,0,0,0,24,1.0,176,4,7,678,818,1214,10,12,5,1,0,0,1
2205,0,2.3,0,1,0,16,0.4,134,2,7,1171,1395,1547,11,4,7,0,1,0,1
3396,1,1.6,1,13,1,54,0.2,166,4,17,1840,1286,1941,16,4,17,0,0,1,2
3170,0,1.6,1,13,0,35,0.5,140,6,15,1167,985,1803,16,17,13,1,1,0,2
3327,0,2.1,1,12,1,141,0.6,181,8,17,1303,1025,3599,13,6,14,0,1,1,3
3335,0,0.9,1,19,0,51,0.4,192,3,19,1075,1739,1560,14,1,16,0,0,0,2
1466,1,1.1,0,4,1,9,0.6,90,1,6,502,1787,593,16,12,16,1,1,0,0
1724,1,0.8,0,7,1,37,0.1,165,7,14,1877,1559,1531,12,16,14,1,0,0,2
2315,1,1.0,0,1,0,14,0.6,127,7,6,1211,805,672,18,13,19,0,0,1,1
1882,1,2.9,1,1,0,17,0.8,166,6,5,580,1404,994,10,10,17,0,1,0,1
3415,0,2.8,0,16,0,44,0.3,112,4,17,752,661,2462,16,11,5,1,0,0,2
1234,0,0.9,0,3,0,13,0.5,193,3,6,1480,1682,530,15,1,19,0,0,1,1
1045,1,2.2,1,4,0,3,0.7,83,6,2,1198,1896,378,14,15,19,1,1,1,0
938,0,2.6,1,1,0,6,0.1,148,4,7,1157,1031,343,14,16,4,0,1,0,0
616,1,2.3,1,1,1,9,0.5,148,3,7,93,588,418,7,17,2,1,1,1,0
1520,1,2.2,0,3,0,14,0.4,116,2,2,1432,1274,1140,5,9,7,0,1,1,1
653,1,2.0,1,3,1,5,0.1,86,8,6,1540,666,881,6,1,3,0,0,0,0
2184,0,0.9,1,19,1,34,0.7,186,6,9,56,1572,1557,13,17,10,1,1,1,2
1034,1,0.9,0,1,1,7,0.7,98,7,4,1795,1029,833,11,14,3,1,0,0,0
1194,1,2.9,1,4,0,17,0.8,85,1,6,924,734,916,7,15,9,0,1,1,1
1098,0,0.7,1,2,0,3,0.3,163,8,4,1438,1959,599,6,2,6,0,1,0,0
1757,1,1.9,0,0,0,29,0.9,138,7,6,1499,1464,598,12,3,10,1,1,1,1
3450,0,0.6,0,15,1,37,0.1,171,5,11,638,1577,2890,11,4,17,0,1,1,3
5709,0,2.4,1,13,1,162,0.2,151,7,8,971,1555,2387,11,9,18,0,1,0,3
2399,1,1.1,0,14,0,46,0.6,123,5,14,1003,1000,1642,17,17,16,0,0,0,2
4487,1,1.4,1,15,1,134,0.4,185,4,11,786,1695,2676,17,8,13,0,0,1,3
1064,0,1.2,1,2,1,30,0.8,142,8,4,1277,1911,1667,8,6,13,0,1,0,1
2520,0,1.8,0,18,1,62,0.2,167,7,20,793,1122,2964,10,5,7,0,0,1,2
5093,1,1.8,1,15,1,166,1.0,169,2,17,1903,500,2977,9,16,7,0,0,0,3
4146,0,2.5,0,8,1,209,0.5,84,5,16,1622,1074,3559,17,10,6,1,1,1,3
2189,1,1.5,1,4,0,19,0.2,131,3,3,1406,1589,2020,5,14,3,1,1,0,1
2759,1,2.5,0,13,0,200,0.4,113,7,12,1412,658,2986,16,4,4,0,1,0,3
2316,0,2.2,1,1,1,8,0.7,120,2,2,194,1285,871,9,4,9,1,0,1,1
1253,0,1.2,0,2,1,22,0.5,194,4,2,1197,1602,1414,13,1,6,0,0,1,1
1337,1,1.8,1,1,1,8,0.8,160,2,2,941,1405,514,18,12,9,0,1,0,0
3654,0,2.8,1,12,1,196,0.8,132,3,14,1128,1289,3293,12,2,13,0,0,0,3
1687,1,0.7,1,0,1,25,0.5,93,4,5,163,1536,1605,11,10,12,0,1,0,1
2135,0,0.9,0,2,0,9,0.5,114,8,3,1898,1654,701,17,8,7,1,0,1,1
2227,1,2.7,1,12,1,16,0.6,194,7,13,706,1150,2634,5,14,7,1,0,1,2
4416,0,1.3,0,6,1,122,0.9,187,1,13,380,1869,2540,15,0,15,0,1,1,3
1766,0,2.9,0,0,1,26,0.6,187,7,4,839,809,603,10,12,8,1,1,1,1
2600,1,1.8,0,11,1,40,0.8,154,5,20,412,1797,1359,7,10,15,0,0,0,2
1393,0,2.3,0,2,1,15,0.2,180,4,6,1815,571,959,16,2,3,0,1,0,0
2462,0,1.2,1,16,1,234,0.7,127,4,20,725,959,3570,11,17,16,0,0,0,3
1384,0,1.8,1,1,0,22,0.6,83,6,2,1746,1442,1590,10,0,11,0,1,0,1
2045,0,1.7,1,3,0,19,1.0,166,2,5,1704,1893,1158,9,1,11,0,1,1,1
542,1,2.1,0,3,0,9,0.2,110,5,3,1014,577,456,13,15,16,1,1,0,0
1381,0,1.8,1,2,0,14,0.9,149,6,6,769,705,747,16,15,7,1,1,1,0
3289,1,0.8,1,6,1,18,0.6,105,8,17,155,1529,1980,6,5,13,1,0,0,2
1264,0,0.8,0,0,0,14,0.9,163,3,2,1785,1304,648,9,2,13,1,0,1,0
2819,0,2.8,0,13,0,23,0.8,176,4,16,1754,1388,2361,18,14,11,1,1,0,2
1181,0,1.3,0,2,0,11,0.1,166,1,6,1124,834,518,11,16,2,1,0,0,0
1880,0,2.2,1,4,1,17,0.5,186,1,3,160,1802,1877,7,16,6,1,1,0,1
1902,0,2.3,1,5,1,53,0.4,106,6,8,139,1018,2621,7,14,12,0,1,0,2
1037,1,2.4,1,1,0,11,0.3,186,3,2,1911,1492,578,17,8,6,1,0,0,0
1560,0,2.3,0,4,0,9,0.6,88,2,3,844,578,1448,9,12,6,0,1,0,1
1732,1,2.9,0,7,1,43,1.0,140,7,9,1330,1240,1911,9,5,15,1,0,0,2
3914,0,2.6,0,7,1,171,0.2,162,3,15,1058,1071,3896,16,4,18,0,1,0,3
1214,1,0.8,1,0,1,15,0.9,144,6,3,400,863,481,7,11,8,1,0,0,0
2029,1,2.1,1,0,0,27,0.9,185,6,3,1101,1151,972,18,14,18,1,0,1,1
2977,1,0.7,1,5,0,61,0.5,128,1,18,1227,733,1711,12,10,4,0,1,0,2
3532,1,2.9,1,5,1,217,0.9,114,8,15,878,841,3686,7,9,10,0,0,1,3
1414,1,1.0,1,0,0,13,1.0,156,1,3,360,1274,981,17,6,7,0,0,1,0
4902,0,2.1,1,11,1,33,0.8,146,2,14,86,1318,3903,17,17,8,0,0,1,3
2103,1,1.2,1,0,0,27,0.7,175,2,7,368,891,1644,13,17,18,0,1,0,1
3255,1,2.9,1,12,1,49,0.3,149,8,13,924,1164,2096,16,7,9,1,0,0,2
2095,1,1.2,1,11,1,61,0.1,126,1,11,898,1539,1706,13,6,15,1,1,1,2
868,1,2.6,1,0,1,15,0.5,119,2,4,446,855,551,9,5,3,0,0,1,0
2412,1,2.2,1,9,1,43,0.1,143,4,18,1430,1256,2269,18,4,8,1,1,1,2
1388,0,1.9,0,1,0,6,0.4,171,3,5,1862,1553,715,18,9,14,0,0,0,0
2460,0,1.1,0,17,0,37,0.3,96,7,10,1403,559,2254,17,12,10,1,0,1,2
1060,1,1.5,1,2,1,14,0.5,179,1,7,332,1200,893,11,11,3,1,0,0,0
970,1,2.2,1,4,0,9,0.9,91,3,4,527,510,456,12,13,14,1,0,0,0
5567,1,2.0,0,13,1,187,0.9,173,8,9,1221,615,2294,18,5,16,0,0,1,3
2256,0,2.6,1,15,0,31,0.3,173,8,10,1318,733,1094,18,0,3,0,0,1,2
